Accuracy,HeadshotRatio,ReactionTime,KDRatio,MovementScore,ShotsPerMinute,AvgKillDistance,AimCorrectionSpeed,WinRate,HoursPlayed,Cheater
0.3680423957923165,0.4109389730749253,0.4177208787416915,3.075720450373765,0.7252867433492061,93.65295188026596,38.21289795653431,0.2906343235397152,0.3299983490479228,260.45198918720394,1
0.4738599448299611,0.4882839519785901,0.483413456436239,1.5187905113079407,0.8203985309226827,53.15509739706417,40.88385263223482,0.2210635445215058,0.4442410040456894,160.3706668437003,0
0.5154676373668455,0.5706030376486996,0.1228577448556155,2.822926160335532,0.6956005951996818,110.06475610138978,51.59931062142946,0.1198779640187116,0.5134940050514446,400.5213613402161,1
0.4593055155278539,0.3443760271267332,0.1770116884713459,0.948324861953322,0.7541058448294287,60.48959339703821,46.1344019102649,0.2456203319151743,0.586002704762271,164.27115128169785,0
0.1466444764808963,0.0192481188710813,0.2196276339105314,0.0,0.4310730325983687,40.74662931181949,38.501405716764864,0.159795069972521,0.4306053093789765,1.0256606908988906,0
0.7361879536643513,0.303424456141773,0.2530270203510402,0.7397155613784063,0.3727486330027927,47.32720268178845,46.02963329385128,0.2745186881893828,0.3245288529690212,33.944472651733534,1
0.6629720184335572,0.4087420793983968,0.2699430609414751,3.229300866044756,0.3442825906376576,14.865497894211622,13.775233556039089,0.3483258884856591,0.8372013899540889,3.1102901454281864,1
0.5668639776825692,0.6445615844266817,0.2553022447193959,0.0089200763885264,0.6288129845914445,92.14038016498564,7.4660212148957825,0.05,0.9823280383577138,9.883515083256896,1
0.7861236008829902,0.2864384315631789,0.3219308913132054,1.4995212819314945,0.54541261062883,91.89523978087728,32.356479759657454,0.2111067473195632,0.528657334376405,24.697633038557385,1
0.3533953823774434,0.5025087256798804,0.3035295390745215,1.5341438933402125,0.4845556576803148,39.689851223733584,31.030210644758075,0.05,0.3486439265958265,70.02897205273808,0
0.7831437680939006,0.4580175799270864,0.227716520482175,0.9870257560321882,0.7590297088390686,55.44231423236188,21.84134919730113,0.4441788585329771,0.7950908262084588,188.08005637254325,1
0.3552178884874178,0.4087801066246777,0.0824451223012429,1.0564784001628849,0.5809882707630686,61.91215088225155,42.38779004741564,0.1531875466203809,0.2106485787343069,198.02607254237944,0
0.5358106887937035,0.5861066638649184,0.2007131294621301,1.5722491342362028,0.332268472495883,40.79293895715772,2.0570462032314616,0.2746373241825373,0.4330453350590345,95.76385379353654,1
0.3089244012298693,0.2678317606494839,0.2450761346687424,0.9378376580652728,0.3638182341728611,24.89795937457677,21.978416159132944,0.1964683140405104,0.3607765897307396,263.35357485668203,0
0.502204114331655,0.2849627100712967,0.275292056319228,0.0779415028320689,0.6363986598508291,55.79284792446177,22.725666826835777,0.119691541928094,0.2680928899099022,69.3271841510215,0
0.5579249746997583,0.3976198353811544,0.1870332540689462,1.715031942943456,0.7083465705309194,53.578411410815065,5.455473223508108,0.1077946952822573,0.4439951534156461,219.8549852324117,1
0.4767964503298168,0.27197069898126,0.250919353350358,2.5733665824449723,0.6103360464511939,52.231775180224496,52.42096510903956,0.3585679173100759,0.327165584165207,60.525582747156605,1
0.6070816166135207,0.50160245821092,0.1869012611514413,2.3695725186534213,0.8793777495744163,64.4543212520193,9.611980970050157,0.2955938060178311,0.5025308928297308,32.465731884526924,1
0.5148521674230886,0.2573615391267734,0.2874180648451667,0.6902645326101885,0.8270014331462838,88.59039317051985,21.17489914038471,0.3943584087377563,0.5054354335344928,248.1866293563737,0
0.4216377907433736,0.4452608415490269,0.1926908671637384,0.2487720846223242,0.5882071669701525,53.93814560616548,43.61969636707701,0.2055453335157699,0.3757336552956041,49.09169166044352,0
0.4149780023296491,0.3799654462426487,0.2151095343629535,1.2158121178452217,0.3322838681036995,63.40885997442726,39.690680151430975,0.2287919621246,0.4258973286812261,69.99786798940956,0
0.6216370658923545,0.4429851929553411,0.169131586901086,3.067791509795664,0.2380024976536464,74.53741047489872,13.3773795527288,0.1732808434344712,0.4538302064192578,39.87784624308204,1
0.4019386955289549,0.3080517209873922,0.2846499304430216,2.1455980789595457,0.422523650997057,71.08285853025498,40.23733813890955,0.1712917796884991,0.6619692122238854,108.71905664583534,0
0.6373104455727405,0.3321823410946346,0.2133552230047601,2.2039646767942336,0.6506426892832314,47.71152951104316,34.346767179873325,0.0958113067522631,0.4703141197871628,530.4581949342429,1
0.6834067689247896,0.41920185359941,0.3906784266675429,2.389856951785495,0.8653294158623877,61.92754246228072,64.99553343167202,0.2084010190924351,0.6649403481572195,2.584466353268283,1
0.2496929206480805,0.4404149012322625,0.3405850266692899,1.9207665625185864,0.58348940688216,70.95079640338106,36.059106241024566,0.1210753405113803,0.6171625967109311,230.10663070046232,0
0.6699389580951551,0.3991596169217688,0.2930148131816357,1.6206085476135783,0.7337445588462473,37.432973249784446,27.881372683972025,0.2441908922164203,0.6143061393801484,1.0,1
0.8090634047667049,0.7410724713026169,0.2202514502656211,2.162306896647968,0.4509385027624395,85.27078021593016,17.15247064320866,0.2170010218980209,0.7775691940691947,45.29150835371301,1
0.5378005641802893,0.2018526162517431,0.3380520305316303,0.9538338957819804,0.62455382504551,88.63177810428222,18.836349495666436,0.2287682043675722,0.276121824050818,18.465243873730028,0
0.5898626277942234,0.3871592410094573,0.3690700889348637,0.0855369886336792,0.6646713658954345,45.54439489111012,17.61346356797763,0.3675129939690226,0.4053633787385772,141.61013305232694,0
0.6555507986553738,0.0852741955766031,0.314268841220163,2.222996934624323,0.1040811448294943,63.873400366963374,50.56648220867884,0.1962282050234409,0.852659760059914,5.1936491465158205,0
0.4586776527231466,0.4744162957334772,0.460370185546693,2.737738105749225,0.4173122395246979,72.84556513342064,30.26954872524706,0.2756727002853428,0.4485366998821465,80.62821806540349,1
0.5273420335306804,0.1769506927246372,0.3459637318074816,0.3817680606439686,0.6899400768555739,49.08771687342495,38.47870685962095,0.4051509464085581,0.0,34.94527069708528,0
0.3028700705565336,0.3443379488246847,0.3913607217568034,2.3219214824159,0.554893667127313,69.63227691376188,52.713713999713306,0.3306617069295048,0.4594063313704229,14.348966791307529,0
0.5207952542795676,0.3255871349337348,0.3133565415535978,3.18076571338819,0.2606969903698134,63.26511252584331,1.0,0.3153169698454845,0.52698790603265,147.76126523754235,1
0.5747167993466812,0.4561782253202343,0.3675664453256976,1.497753798242879,0.0139755248545287,30.641636447223984,49.18310647050562,0.16933117844795,0.0,24.515508011346284,1
0.5774244534389704,0.289441816490964,0.2203218767330824,0.6819978152582538,0.4268438509395987,69.18322631957116,30.830953676750013,0.2229643055567796,0.7667871279775897,25.31843051965245,0
0.6598137085396371,0.2809388604612035,0.2541601636787206,1.6230186735267556,0.4856828614212242,37.997151674579285,36.52572557460667,0.0681723707970058,0.3572575072268795,32.16895402714452,1
0.3837796732796706,0.6871712928171796,0.3349363553482379,0.9494660317992988,0.3232154100343309,78.78405703324094,17.573951673776232,0.2498914400964414,0.5657126230375031,88.37431089308664,1
0.4201089864989755,0.4569133580949053,0.3342099481557381,0.8832698900435983,0.5286169874055989,46.57577849732223,18.673134023272222,0.2274460177613841,0.4548036909311875,107.78275899112674,0
0.7843261018987033,0.2877898295955464,0.3507611822943247,1.9331840672715424,0.601277349446579,56.774291326777096,37.33268834719482,0.2023385125156181,0.2423297161591917,1.7759290506794208,1
0.4774507439354435,0.3498332656377538,0.4100392892278729,0.0,0.6341374341452466,87.4455782689315,65.76896700497204,0.302719478824286,0.285898373072916,27.6899924108575,0
0.5300050680968492,0.729070990454149,0.1575028828184587,0.0560710775077728,0.0288162150135355,69.9276329305769,45.04969969222352,0.0792225177575603,0.3129834327144906,56.38236027684984,1
0.4899484937412168,0.3529670243497806,0.2025547452389703,1.5192908803739429,0.2371429804383759,38.41052160850909,48.98284382127811,0.3634862851160347,0.7171343818367276,40.34326032880526,1
0.3767478760542466,0.2621446753695224,0.3229572641074253,1.4776914610875689,0.4390754703290528,39.70166858401832,27.1199809460787,0.2901764687940284,0.4704923623799696,215.5637365203711,0
0.7435293816337709,0.2630007699747214,0.2275636368196539,1.843554577039936,0.6144346262074927,48.01394422752549,20.996936631215576,0.1929366020348026,0.3956268966896507,154.9796036349015,1
0.4208447882119091,0.2901747038020845,0.6377768241289362,3.3752253884833885,0.5978468027100071,67.89288166713332,18.2879257263151,0.1851270412182606,0.3130782174819537,98.32059833024016,0
0.3309071714439605,0.2811004555146555,0.3515719619170135,1.6045140360758212,0.5943739895753352,67.16599629865536,22.67589412954968,0.2480611215248594,0.7392300443052253,41.25537976009406,0
0.4323889584045872,0.1440704303301513,0.2921669151069843,2.0981721503347943,0.4233164116062136,43.13795390674262,1.0,0.3520851232063779,0.7928402545047175,120.6216468947211,0
0.1997440997411699,0.1751599806106044,0.248453072691614,0.524467064385368,0.4344733125380078,36.65581028771282,19.12620985662597,0.2101607718690011,0.7369487797413361,185.55815292982476,0
0.4023068802525227,0.234135925127726,0.2519837716806955,2.267937663516537,0.3543341463156518,65.63166810171668,21.594702659102357,0.2144030901979226,0.5984874678308334,90.34494782209372,0
0.3547807103221509,0.5183142036906195,0.3030140661315177,0.9736091348893222,0.6536388256211696,56.36279868419676,27.369627384077383,0.2018118477625871,0.5579660083741423,153.46155775032108,0
0.5926142946390986,0.3237525425454253,0.3111981932621258,1.5714208325810932,0.3159022424520843,103.14431774895476,31.976251646209377,0.3782024112701473,0.2568124364048196,138.2720600216388,1
0.3989878640660191,0.3585676621811919,0.2543300855306487,1.3911513749308384,0.670007279037914,60.73207313126158,35.43676302938416,0.1631116897062976,0.4508361746577884,84.80185127021358,0
0.6331705903368272,0.6540176050509794,0.2726847753480098,2.5329742349140307,0.5415706476275293,96.2850565540055,29.7761194133556,0.1970492401380928,0.3632279593307126,37.423278003351015,1
0.7097725989603982,0.6590014299876836,0.4344284575234596,0.1900234456250005,0.4909911043089693,36.5923280379132,21.278353704858645,0.3463435654260994,0.134897578203058,136.9563733867212,1
0.6171763004431399,0.343575011372453,0.4384504962651034,0.0,0.3686579200447066,28.535741208765856,1.0,0.2147010833612863,0.7114086838330731,23.167530135556984,0
0.4676917566709885,0.2738272978633182,0.3252033979934877,1.2865673029120754,0.2288916277671747,37.59829734948931,21.3703708739731,0.3137058860045522,0.360834010721545,151.18047350225385,0
0.5211671745058389,0.2271139372652924,0.1658740272763262,1.968531256905124,0.3704694487243908,83.78259562906933,15.413240434694924,0.1088719943097041,0.7391883814870615,163.2433762570875,0
0.271252258978391,0.5385551539416475,0.3538503156639043,1.6522693758075,0.4339986262750227,95.12203179387068,36.99100122417906,0.1794707478371486,0.6763492801520025,172.67859902816966,0
0.479933094121814,0.3590585532955425,0.4554282441611026,2.732204237413911,0.0261951376837497,44.35641092094732,43.63931095040541,0.3484434038440228,0.6113435953266838,64.03952952925192,1
0.370934229789975,0.322701021935442,0.4369781101962379,1.9373726741796684,0.4605289689330671,50.788679404808846,44.07856600589909,0.1323660284236454,0.6225768143526368,21.3788407166372,0
0.6041489571723948,0.2372670849724894,0.3734425852809667,0.93615166814014,0.6848714736052011,36.620381795750006,41.3542910419173,0.1848700960230292,0.3769372235852585,10.505345176906657,0
0.8859128583866711,0.2460667181977223,0.4422422955285822,0.0,0.6134435810867745,23.76720305763226,27.99711396821268,0.2256685230891478,0.8715700302581331,136.00858268529694,0
0.5749732453960714,0.4640116382986489,0.3053384272479021,1.2626877658047817,0.4007588248516985,74.36823395553259,22.170666517861548,0.1010845482007013,0.5086250861906099,217.385230993837,1
0.2013289776568,0.1369123468225476,0.3628102969833705,2.527959002257798,0.5093872596830455,64.46040605924327,18.79345869499401,0.1586189881378103,0.5603863370237407,105.22203088078616,0
0.445815471062844,0.5989737387575877,0.2319224433674819,1.1079522173328855,0.3887670861156,60.20975965347751,7.387516250973743,0.211263668182564,0.3701847332866722,15.567190675954915,1
0.5183736388061682,0.2932310712370163,0.3292265456155712,1.5283202636777642,0.5297521466671392,31.9988692567324,44.877805507617865,0.2046681734161961,0.313766947844608,273.17761769941075,0
0.5131036137890396,0.3700728111496415,0.4329534243970524,1.9213602543067083,0.8080215647488063,92.7991336365732,27.379334431050385,0.3280352020837136,0.5954592017618847,451.91773269494433,0
0.390378031158687,0.1326044083718891,0.2410576588513109,0.4847076257501841,0.6936997605249752,49.93286523901054,11.304895595686894,0.3541457194832254,0.5435026991877571,56.80639406832615,0
0.5367937613955402,0.3975268123515271,0.2138556570535713,2.1232358966388176,0.6041588611385506,70.67252849632952,17.60262936434648,0.1143915127999088,0.3421295268194845,90.3436920385938,1
0.3136248744620919,0.334335811461888,0.3097488939023696,3.137121790001705,0.4014230175232563,30.90877189510551,16.995398153511715,0.2111268519167489,0.2123146562449192,150.16087863113967,0
0.3582636915972399,0.3899838802287066,0.2773337796276,1.3271866481065937,0.6499876785889678,56.189496207599255,30.645367275226903,0.2674248308424766,0.2460153825344905,133.3283744365049,0
0.5968696462405567,0.6943417796723781,0.364914772107042,0.3709355781676982,0.1626246097253894,65.82748912477167,46.01201776606029,0.3516347465799198,0.7392267434182214,343.53911394777646,1
0.3476505153680261,0.435539609158048,0.2546740474052957,1.4333989729780263,0.4495293036018218,66.54150436106615,24.78015675606625,0.271849029731713,0.3773492370699857,12.203554222276235,0
0.5807317408238386,0.2410681631708392,0.4718439615602714,0.0,0.61674228396479,63.0929708647325,1.0,0.2290913401592332,0.4322182908648332,86.92279305057897,0
0.2945804338015912,0.2577360178906863,0.1710323902038944,1.836903263976616,0.6480842428095503,69.89044984097545,27.1622949726162,0.2666542531982631,0.7900680517518124,117.74328573953264,0
0.7647238825687603,0.5190262371827538,0.4253734786219734,1.9522743776485787,0.6339768980431482,37.38959087934077,27.657091498542066,0.267376883433626,0.275569887702717,220.81700790736295,1
0.3838595116393918,0.6597386581986848,0.2235150771691896,3.175636293845562,0.5589661378419389,63.9474521087932,26.62619653596717,0.1072285707715631,0.3546010348565886,207.2343812008808,1
